Station,Date,Time,File.Name,Latitude_DD,Longitude_DD,CTD.serial,Bottom.Depth,pressure_db,Temperature_ITS90_DegC,Salinity_PSU,Density_sigma.theta.kg.m.3,Oxygen_GarciaGordon_umol.kg,Oxygen.Saturation_perc,Nitrogen.saturation..mg.l.,PAR.Irradiance,Fluorescence_mg_m3,Turbidity,Beam_attenuation,Beam_transmission
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,151.468,4.2965,31.8237,25.2322,320.11524,91.436,16.4369,0.03617,0.3878,NA,0.357,91.4613
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,152.487,4.3023,31.8231,25.2311,320.07188,91.425,16.43484,0.03617,0.3884,NA,0.3713,91.1352
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,153.489,4.3042,31.8245,25.2321,320.05351,91.383,16.43396,0.03617,0.3875,NA,0.3759,91.0298
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,154.511,4.3165,31.8422,25.2449,319.91543,91.463,16.42732,0.03617,0.3868,NA,0.4932,88.4145
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,155.508,4.3299,31.8315,25.2351,319.83807,91.523,16.42368,0.03617,0.3879,NA,0.6332,85.3657
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,156.526,4.3331,31.8302,25.2337,319.81672,91.399,16.42267,0.03617,0.3924,NA,0.6891,84.1753
AlongBay_4,2020-02-06,12:31,2020_02-06_alongbay_kb04_cast010_4141,59.5524333333333,-151.527516666667, 4141,160,157.488,4.3343,31.8317,25.2347,319.80341,91.211,16.42203,0.03617,0.39,NA,0.7551,82.7972
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,1.006,3.1606,31.8979,25.3949,328.9761,79.166,16.85784,84.294,0.4432,NA,3.5985,55.8152
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,2.016,3.5345,31.6823,25.191,326.45598,74.759,16.73897,83.224,0.4101,NA,0.5087,90.1998
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,3.029,3.5898,31.6609,25.1691,326.06185,77.048,16.72032,70.46,0.4011,NA,0.3094,92.5569
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,4.036,3.6112,31.6882,25.1889,325.8247,84.394,16.70893,60.151,0.4144,NA,0.3076,92.5988
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,5.054,3.626,31.6857,25.1855,325.71256,89.796,16.70361,50.906,0.428,NA,0.3051,92.656
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,6.049,3.6313,31.6914,25.1896,325.65648,92.233,16.70092,46.68,0.4498,NA,0.305,92.6583
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,7.069,3.6531,31.6987,25.1934,325.46494,93.385,16.69179,43.651,0.4692,NA,0.3022,92.7213
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,8.075,3.6628,31.7014,25.1947,325.38074,92.962,16.68778,40.341,0.4903,NA,0.3006,92.7596
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,9.088,3.6871,31.7061,25.1962,325.17604,92.425,16.67803,36.147,0.5145,NA,0.3025,92.7169
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,10.088,3.6936,31.6977,25.1889,325.14567,92.243,16.67662,32.707,0.5278,NA,0.306,92.6367
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,11.108,3.6917,31.695,25.187,325.16677,91.868,16.67763,29.985,0.5444,NA,0.3041,92.6791
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,12.113,3.6847,31.6952,25.1877,325.22236,91.505,16.68028,26.725,0.5496,NA,0.3139,92.4526
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,13.118,3.6808,31.6949,25.1879,325.25355,91.452,16.68176,23.918,0.5622,NA,0.3209,92.2903
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,14.135,3.6767,31.6952,25.1885,325.28543,91.356,16.68327,21.477,0.534,NA,0.32,92.3105
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,15.142,3.6737,31.6949,25.1886,325.31006,91.29,16.68445,19.127,0.5392,NA,0.3198,92.3152
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,16.15,3.6751,31.6999,25.1924,325.28678,91.263,16.68332,17.065,0.5459,NA,0.3205,92.2991
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,17.166,3.6815,31.7006,25.1924,325.2343,91.326,16.68082,15.24,0.5466,NA,0.3218,92.2698
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,18.168,3.686,31.7,25.1915,325.19978,91.268,16.67918,13.554,0.534,NA,0.3277,92.1337
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,19.184,3.6837,31.6964,25.1889,325.22648,91.243,16.68047,12.089,0.5487,NA,0.3288,92.1093
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,20.184,3.6831,31.7012,25.1928,325.22064,91.208,16.68017,10.793,0.5385,NA,0.3283,92.1196
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,21.207,3.6889,31.7006,25.1917,325.17541,91.29,16.67802,9.647,0.5298,NA,0.3265,92.1625
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,22.204,3.6922,31.7027,25.1931,325.144,91.373,16.67652,8.5679,0.5415,NA,0.3304,92.0722
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,23.22,3.6918,31.6941,25.1863,325.16809,91.334,16.6777,7.6527,0.5322,NA,0.3289,92.107
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,24.227,3.6821,31.6948,25.1878,325.24374,91.214,16.68129,6.7964,0.5435,NA,0.3252,92.1928
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,25.239,3.6801,31.7069,25.1976,325.22961,91.244,16.68057,6.0788,0.5331,NA,0.3217,92.2719
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,26.244,3.6991,31.717,25.2039,325.05405,91.408,16.67219,5.421,0.5344,NA,0.3248,92.201
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,27.259,3.7256,31.707,25.1935,324.86896,91.469,16.66342,4.8393,0.5351,NA,0.325,92.1969
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,28.259,3.7255,31.7013,25.189,324.88329,91.41,16.66413,4.2988,0.5282,NA,0.3288,92.1081
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,29.288,3.7181,31.7089,25.1957,324.92268,91.292,16.66597,3.8371,0.5148,NA,0.3259,92.1762
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,30.277,3.7328,31.7191,25.2025,324.78193,91.314,16.65924,3.4019,0.5175,NA,0.3309,92.0608
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,31.303,3.7516,31.7065,25.1907,324.66404,91.494,16.65369,3.0314,0.5197,NA,0.3283,92.12
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,32.302,3.7479,31.7117,25.1951,324.68062,91.368,16.65445,2.6911,0.5182,NA,0.3301,92.078
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,33.313,3.7584,31.7173,25.1986,324.58321,91.237,16.6498,2.407,0.514,NA,0.3355,91.954
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,34.326,3.7631,31.6998,25.1843,324.58824,91.187,16.65011,2.1386,0.5036,NA,0.3321,92.0326
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,35.334,3.7493,31.7051,25.1898,324.685,91.133,16.65469,1.9043,0.5133,NA,0.3308,92.0614
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,36.34,3.7487,31.7287,25.2087,324.63195,91.174,16.65208,1.6975,0.5116,NA,0.3336,91.9984
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,37.353,3.7915,31.731,25.2065,324.28754,91.481,16.63569,1.5148,0.5032,NA,0.3397,91.858
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,38.366,3.8089,31.7218,25.1975,324.17258,91.628,16.63026,1.3425,0.4898,NA,0.3437,91.7648
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,39.364,3.8239,31.7268,25.2001,324.04235,91.424,16.62405,1.2007,0.4901,NA,0.3453,91.7286
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,40.392,3.834,31.728,25.2001,323.9594,91.232,16.6201,1.0652,0.4702,NA,0.3435,91.7705
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,41.383,3.8516,31.74,25.208,323.7912,91.204,16.61206,0.94777,0.4602,NA,0.3492,91.6399
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,42.408,3.8808,31.7368,25.2028,323.56891,91.312,16.60149,0.8461,0.4525,NA,0.3405,91.8389
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,43.408,3.893,31.7336,25.199,323.48062,91.317,16.59731,0.75322,0.4512,NA,0.3416,91.8141
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,44.421,3.8989,31.7343,25.1991,323.43217,91.273,16.595,0.67073,0.4429,NA,0.335,91.9665
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,45.428,3.9084,31.7367,25.2001,323.35221,91.18,16.59119,0.5994,0.4403,NA,0.3325,92.025
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,46.448,3.9155,31.7359,25.1987,323.29805,91.214,16.58862,0.53195,0.4302,NA,0.3285,92.1168
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,47.442,3.9198,31.737,25.1992,323.26169,91.216,16.58689,0.47578,0.4439,NA,0.3324,92.0265
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,48.462,3.9225,31.7356,25.1979,323.24342,91.302,16.58602,0.42593,0.4305,NA,0.3307,92.0648
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,49.466,3.9246,31.7369,25.1988,323.22386,91.309,16.58509,0.38113,0.4265,NA,0.3307,92.0641
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,50.481,3.9313,31.7435,25.2034,323.155,91.284,16.58179,0.34125,0.4301,NA,0.3264,92.164
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,51.485,3.9573,31.777,25.2276,322.86966,91.38,16.56809,0.30548,0.4336,NA,0.3238,92.2238
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,52.495,4.0002,31.7516,25.2032,322.59537,91.569,16.55514,0.275,0.4304,NA,0.3015,92.7396
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,53.511,4.0051,31.7462,25.1984,322.56955,91.543,16.55394,0.24793,0.4294,NA,0.2912,92.9774
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,54.517,4.005,31.746,25.1983,322.57109,91.338,16.55401,0.22297,0.4217,NA,0.2916,92.9702
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,55.524,4.0011,31.7399,25.1938,322.61604,91.244,16.55618,0.20224,0.4219,NA,0.2922,92.954
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,56.54,3.9844,31.7392,25.1949,322.74917,91.259,16.56251,0.18248,0.425,NA,0.2992,92.7933
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,57.544,3.9814,31.7496,25.2034,322.74739,91.304,16.56238,0.16442,0.4224,NA,0.2999,92.7776
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,58.556,3.9952,31.7537,25.2054,322.62878,91.39,16.55672,0.1492,0.4217,NA,0.2966,92.8529
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,59.564,4.0044,31.7491,25.2009,322.56823,91.407,16.55386,0.13533,0.4185,NA,0.2909,92.9847
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,60.58,4.006,31.7464,25.1986,322.5618,91.459,16.55357,0.12265,0.4164,NA,0.2892,93.0251
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,61.581,4.0048,31.747,25.1992,322.56989,91.434,16.55395,0.11174,0.416,NA,0.2893,93.0213
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,62.596,4.0045,31.7478,25.1999,322.57041,91.426,16.55397,0.10177,0.4177,NA,0.2899,93.0089
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,63.607,4.0053,31.7486,25.2004,322.56227,91.398,16.55358,0.093195,0.4356,NA,0.2909,92.9856
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,64.609,4.006,31.7485,25.2002,322.55686,91.435,16.55332,0.08558,0.422,NA,0.2921,92.9588
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,65.628,4.0066,31.7483,25.2001,322.55308,91.499,16.55314,0.078501,0.428,NA,0.2895,93.0185
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,66.633,4.0063,31.7485,25.2002,322.55448,91.458,16.55321,0.072442,0.4272,NA,0.2916,92.9694
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,67.644,4.0062,31.749,25.2006,322.55439,91.346,16.5532,0.066947,0.4193,NA,0.2887,93.0366
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,68.651,4.0009,31.7443,25.1975,322.60743,91.33,16.55575,0.062278,0.4223,NA,0.2909,92.9851
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,69.668,3.9939,31.7503,25.2029,322.64741,91.366,16.55762,0.057992,0.4161,NA,0.2885,93.0408
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,70.671,3.9964,31.7512,25.2034,322.62577,91.447,16.55659,0.054328,0.4265,NA,0.2903,92.9987
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,71.685,3.9983,31.7508,25.2029,322.61118,91.44,16.5559,0.05102,0.4184,NA,0.2891,93.0261
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,72.688,3.9992,31.7511,25.203,322.60421,91.424,16.55557,0.048222,0.4214,NA,0.2921,92.959
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,73.709,3.9994,31.7512,25.203,322.60246,91.406,16.55548,0.045566,0.4288,NA,0.2891,93.0275
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,74.707,3.9996,31.7513,25.2032,322.60039,91.455,16.55539,0.043474,0.4218,NA,0.2926,92.9454
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,75.723,4,31.7517,25.2034,322.59633,91.473,16.55519,0.041446,0.4227,NA,0.2916,92.9697
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,76.731,4.0003,31.7516,25.2033,322.59408,91.433,16.55508,0.039741,0.4167,NA,0.2898,93.0121
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,77.742,4.0003,31.7516,25.2034,322.59391,91.492,16.55508,0.038254,0.4154,NA,0.2892,93.0257
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,78.749,4.0005,31.7514,25.2031,322.59273,91.519,16.55502,0.036978,0.4231,NA,0.292,92.9602
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,79.764,4,31.7516,25.2035,322.59641,91.438,16.55519,0.03618,0.4154,NA,0.2886,93.0392
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,80.768,3.9993,31.752,25.2038,322.60066,91.459,16.5554,0.03617,0.4154,NA,0.2903,92.9996
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,81.781,3.9993,31.7524,25.2041,322.60049,91.493,16.55538,0.03617,0.4227,NA,0.2861,93.0983
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,82.792,3.9996,31.7519,25.2037,322.59876,91.481,16.55531,0.03617,0.4235,NA,0.2862,93.0955
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,83.797,3.9994,31.7525,25.2042,322.59925,91.498,16.55533,0.03617,0.4341,NA,0.286,93.1011
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,84.809,3.9999,31.7536,25.2051,322.59203,91.475,16.55498,0.03617,0.4235,NA,0.2843,93.1381
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,85.825,4.0006,31.7534,25.2048,322.58683,91.513,16.55473,0.03617,0.4167,NA,0.2816,93.2024
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,86.825,4.0012,31.7547,25.2058,322.57933,91.472,16.55437,0.03617,0.4206,NA,0.2826,93.179
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,87.843,4.0042,31.7548,25.2056,322.55558,91.527,16.55324,0.03617,0.419,NA,0.2773,93.3015
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,88.848,4.0048,31.7544,25.2052,322.55164,91.576,16.55305,0.03617,0.425,NA,0.2789,93.2649
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,89.858,4.005,31.7545,25.2052,322.55014,91.507,16.55299,0.03617,0.4167,NA,0.2766,93.3181
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,90.873,4.004,31.7534,25.2045,322.56049,91.51,16.55348,0.03617,0.4273,NA,0.2772,93.3051
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,91.875,4.0035,31.7545,25.2054,322.56162,91.507,16.55353,0.03617,0.4166,NA,0.2769,93.3126
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,92.895,4.0035,31.7537,25.2048,322.56325,91.478,16.55361,0.03617,0.4138,NA,0.2748,93.362
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,93.897,4.003,31.7543,25.2053,322.56622,91.553,16.55375,0.03617,0.4276,NA,0.2755,93.3441
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,94.908,4.0019,31.7539,25.2052,322.57561,91.472,16.5542,0.03617,0.4233,NA,0.274,93.3793
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,95.919,4.0002,31.752,25.2038,322.59383,91.425,16.55507,0.03617,0.4175,NA,0.2748,93.3605
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,96.927,3.9976,31.7551,25.2065,322.6063,91.404,16.55565,0.03617,0.4227,NA,0.2724,93.417
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,97.939,3.9987,31.7551,25.2064,322.5982,91.474,16.55527,0.03617,0.4199,NA,0.2711,93.4478
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,98.95,4.0011,31.7556,25.2066,322.5781,91.54,16.55431,0.03617,0.4208,NA,0.2705,93.4622
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,99.96,4.0022,31.7551,25.2061,322.5711,91.42,16.55397,0.03617,0.4141,NA,0.2701,93.4706
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,100.966,3.9998,31.7501,25.2023,322.6019,91.465,16.55546,0.03617,0.419,NA,0.269,93.4956
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,101.98,3.9827,31.7436,25.1988,322.7516,91.341,16.56261,0.03617,0.4143,NA,0.2723,93.4184
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,102.987,3.9683,31.7475,25.2032,322.8547,91.248,16.5675,0.03617,0.4125,NA,0.28,93.2397
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,104,3.9616,31.7532,25.2085,322.8938,91.362,16.56933,0.03617,0.4287,NA,0.2875,93.0637
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,105.005,3.9688,31.7597,25.2129,322.82125,91.352,16.56585,0.03617,0.4173,NA,0.2916,92.9688
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,106.022,3.9784,31.7567,25.2097,322.75315,91.402,16.56263,0.03617,0.4107,NA,0.2904,92.9971
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,107.027,3.9879,31.765,25.2153,322.65844,91.418,16.55809,0.03617,0.4136,NA,0.2921,92.9567
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,108.036,4.0064,31.7754,25.222,322.4886,91.442,16.54997,0.03617,0.4155,NA,0.2919,92.9636
AlongBay_5,2020-02-06,12:16,2020_02-06_alongbay_kb05_cast009_4141,59.5633666666667,-151.458066666667, 4141,175,109.051,4.0373,31.7658,25.2113,322.26962,91.493,16.5396,0.03617,0.4264,NA,0.2823,93.1861
