KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FILE CREATED:,11/21/22 22:46,,,,,,,,,,,,,
,,,,,,,,,,,,,,
10/25/22,12:00:27,0,Homer Deep,13.063,94.6,9.31,28.61,44.723,2.94,1.198,7.91,-74.4,7.955,5.78
10/25/22,15:45:25,0,Homer Deep,13.441,94.4,9.2,29.06,45.311,2.85,1.199,7.92,-74.9,8.279,5.79
10/26/22,14:30:26,0,Homer Deep,14.773,89.7,8.57,29.89,46.423,3.32,1.2,7.89,-73.4,8.895,5.79
10/26/22,18:15:28,0,Homer Deep,10.173,92.4,9.08,28.82,45.013,2.91,1.192,7.9,-73.8,7.963,5.79
11/1/22,11:15:23,0,Homer Deep,11.653,90.4,8.99,29.95,46.712,4.69,1.188,7.87,-71.9,7.106,5.8
11/3/22,1:30:23,0,Homer Deep,10.248,91.7,9.1,30.41,47.355,4.75,1.191,7.87,-72,7.082,5.8
11/3/22,4:45:00,0,Homer Deep,8.783,91.1,8.97,30.57,47.553,5.11,NaN,7.87,-72.2,7.384,5.42
,,,,,,,,,,,,,,
,,,MEAN VALUE:,9.665,92.4,9.16,25.32,39.585,5.48,1.191,NA,-70.8,8.703,5.59
,,,STANDARD DEVIATION:,4.243,4,0.66,10.31,16.093,5.84,0.005,0.06,3,4.384,0.35
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,10:30:00,0,Homer Deep,0.143,100,9.4,0.1,0.214,1.31,1.189,7.67,-62.7,18.348,5.56
10/11/22,18:00:00,0,Homer Deep,0.158,100.1,9.44,0.1,0.216,1.09,1.191,7.74,-66.2,18.19,5.45
10/13/22,16:30:00,0,Homer Deep,14.026,88.3,8.34,29.23,45.423,3.9,1.189,7.89,-73.5,9.642,5.67
10/17/22,7:30:00,0,Homer Deep,11.951,86.3,8.14,29.86,46.321,1.62,1.184,7.85,-71.3,9.467,5.74
10/17/22,22:15:00,0,Homer Deep,11.288,87.5,8.26,29.92,46.416,1.36,1.187,7.86,-71.5,9.428,5.75
10/23/22,7:30:28,0,Homer Deep,8.531,94.4,9.41,28.09,44.03,6.55,1.198,7.87,-71.9,7.516,5.78
10/27/22,2:00:27,0,Homer Deep,13.318,91.5,8.8,29.49,45.888,2.65,1.188,7.91,-74.2,8.682,5.79
10/29/22,3:15:26,0,Homer Deep,12.658,92.6,9.14,29.29,45.709,1.5,1.19,7.92,-74.7,7.627,5.79
10/29/22,22:15:24,0,Homer Deep,8.046,91.9,9.59,28.85,45.402,10,1.197,7.86,-71.1,5.395,5.8
10/30/22,13:30:24,0,Homer Deep,10.885,90.3,8.88,29.94,46.636,5.2,1.195,7.88,-72.4,7.609,5.8
11/1/22,15:15:22,0,Homer Deep,10.601,90.1,8.99,29.96,46.737,3.97,1.184,7.86,-71.5,6.986,5.8
11/2/22,14:15:21,0,Homer Deep,10.549,91.7,9.29,29.94,46.8,4.72,1.201,7.86,-71.5,6.314,5.8
11/4/22,7:15:00,0,Homer Deep,9.647,93.6,9.91,29.94,47.106,8.65,1.192,7.85,-70.2,4.503,4.92
11/5/22,13:30:00,0,Homer Deep,13.512,95.3,10.71,29.71,47.287,24.15,1.189,7.83,-68.9,2.139,4.62
,,,,,,,,,,,,,,
,,,MEAN VALUE:,8.874,92.8,9.14,26.02,40.698,4.43,NaN,NA,-71.6,8.825,5.6
,,,STANDARD DEVIATION:,3.223,3.6,0.66,8.7,13.582,4.16,NaN,0.07,3.4,3.81,0.39
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,10:45:00,0,Homer Deep,0.142,100.2,9.41,0.1,0.215,1.3,1.186,7.68,-62.9,18.363,5.57
10/13/22,23:45:00,0,Homer Deep,8.534,92.3,8.98,27.39,42.9,2.4,1.181,7.91,-74.2,8.793,5.68
10/14/22,10:30:00,0,Homer Deep,9.599,92.5,9.05,27.43,42.975,2.29,1.191,7.9,-73.8,8.555,5.7
10/14/22,21:15:00,0,Homer Deep,9.705,94,9.17,27.67,43.319,4.11,1.184,7.9,-73.9,8.639,5.7
10/16/22,20:30:00,0,Homer Deep,11.749,88.1,8.32,29.78,46.218,1.58,1.197,7.86,-72,9.454,5.73
10/18/22,13:00:00,0,Homer Deep,11.451,86.1,8.13,29.85,46.311,1.41,1.189,7.85,-71.2,9.459,5.75
10/21/22,22:00:29,0,Homer Deep,11.97,93.7,8.95,29.47,45.816,4.42,1.199,7.9,-73.7,9.015,5.77
10/26/22,22:15:25,0,Homer Deep,7.534,93.9,9.22,28.87,45.079,4.45,1.199,7.92,-74.6,7.957,5.79
11/2/22,2:45:24,0,Homer Deep,9.005,92,9.46,29.78,46.663,6.43,1.189,7.86,-71,5.748,5.8
11/5/22,20:15:00,0,Homer Deep,9.049,95.5,10.68,29.87,47.483,15.96,NaN,7.83,-69.1,2.264,4.45
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.491,91.4,8.92,27.22,42.43,3.56,NaN,NA,-71.6,8.861,5.63
,,,STANDARD DEVIATION:,3.548,3.3,0.61,8.19,12.753,3,NaN,0.06,3,3.439,0.36
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,11:00:00,0,Homer Deep,0.145,100.1,9.4,0.1,0.215,1.28,NaN,7.67,-62.7,18.375,5.51
10/13/22,6:15:00,0,Homer Deep,12.631,87.3,8.22,29.23,45.413,2.42,1.186,7.89,-73.3,9.739,5.65
10/16/22,2:45:00,0,Homer Deep,10.345,90.4,8.63,28.92,45.018,2.01,1.186,7.87,-72.1,9.254,5.73
10/18/22,17:15:00,0,Homer Deep,11.296,90.4,8.56,29.5,45.821,0.57,1.185,7.88,-73,9.396,5.75
10/19/22,11:45:00,0,Homer Deep,12.291,87.7,8.28,30.01,46.536,1.17,1.191,7.86,-71.9,9.396,5.76
10/22/22,6:00:30,0,Homer Deep,8.698,93.7,9.09,28.97,45.166,2.85,1.189,7.88,-72.7,8.503,5.77
10/26/22,15:15:26,0,Homer Deep,14.555,89.6,8.56,29.91,46.441,3.68,1.198,7.9,-73.8,8.925,5.79
10/27/22,17:45:26,0,Homer Deep,12.113,90.7,8.73,30.17,46.858,4.2,1.199,7.89,-73.5,8.493,5.79
10/29/22,15:15:25,0,Homer Deep,13.732,91.3,9.03,29.42,45.916,4.54,1.189,7.9,-73.6,7.51,5.79
11/1/22,12:00:24,0,Homer Deep,11.187,90.2,9.01,29.94,46.725,3.27,1.19,7.87,-71.9,6.943,5.8
11/3/22,2:15:20,0,Homer Deep,9.564,90.6,8.91,30.57,47.548,4.13,1.2,7.87,-72,7.421,5.8
11/5/22,20:30:00,0,Homer Deep,9.33,95.1,10.62,29.9,47.497,12.61,NaN,7.83,-68.8,2.376,4.45
,,,,,,,,,,,,,,
,,,MEAN VALUE:,9.455,93.2,9.11,24.87,38.813,3.78,NaN,NA,-71.5,9.418,5.64
,,,STANDARD DEVIATION:,4.332,3.2,0.39,10.58,16.483,4.11,NaN,0.07,3.5,3.974,0.29
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,12:15:00,0,Homer Deep,0.149,100.1,9.4,0.1,0.215,1.22,NaN,7.68,-63.1,18.384,5.48
10/12/22,9:00:00,0,Homer Deep,0.074,100,9.45,0.1,0.219,0.86,NaN,7.7,-64,18.08,5.35
10/15/22,11:15:00,0,Homer Deep,10.243,90.5,8.6,28.94,45.038,2.97,1.189,7.88,-72.9,9.385,5.72
10/20/22,5:30:00,0,Homer Deep,9.544,93.3,8.95,29,45.164,1.25,1.183,7.9,-73.6,8.993,5.76
10/21/22,3:30:00,0,Homer Deep,10.157,89.7,8.49,29.91,46.406,1.19,1.189,7.89,-73.6,9.33,5.77
10/21/22,14:15:00,0,Homer Deep,12.08,92.5,8.81,29.66,46.08,1.69,1.193,7.9,-73.8,9.118,5.77
10/24/22,9:30:26,0,Homer Deep,9.951,94.4,9.46,28.16,44.145,5.01,1.188,7.87,-72.2,7.303,5.78
10/24/22,13:15:26,0,Homer Deep,14.407,91.9,8.81,29.55,45.948,3.7,1.2,7.9,-74.1,8.857,5.78
10/27/22,9:15:26,0,Homer Deep,8.402,92.5,9.25,28.6,44.78,3.54,1.19,7.88,-72.7,7.268,5.79
10/29/22,10:30:26,0,Homer Deep,9.296,93.1,9.72,28.77,45.284,17.3,1.189,7.9,-73.2,5.42,5.8
10/31/22,8:15:25,0,Homer Deep,12.47,90.9,8.96,29.93,46.633,2.5,1.189,7.88,-72.8,7.541,5.8
11/2/22,21:30:23,0,Homer Deep,12.748,89.8,8.84,30.54,47.501,3.62,1.191,7.87,-71.9,7.426,5.8
11/4/22,23:45:00,0,Homer Deep,13.388,93.5,9.69,30.08,47.158,4.23,NaN,7.86,-71.4,5.329,4.76
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.051,92.9,9.08,24.05,37.541,15.44,NaN,NA,-70.5,9.616,5.53
,,,STANDARD DEVIATION:,4.801,4.1,0.44,11.31,17.63,38.22,NaN,0.07,3.4,4.237,0.36
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,12:30:00,0,Homer Deep,0.151,100,9.39,0.1,0.215,1.24,NaN,7.68,-63.1,18.386,5.48
10/12/22,9:15:00,0,Homer Deep,0.071,99.9,9.44,0.1,0.219,0.84,NaN,7.7,-64,18.08,5.35
10/15/22,1:00:00,0,Homer Deep,9.495,93.2,9.02,27.91,43.636,3.24,1.186,7.91,-74.3,8.895,5.71
10/16/22,17:00:00,0,Homer Deep,12.519,88.3,8.34,29.66,46.048,1.43,1.182,7.86,-71.9,9.467,5.73
10/17/22,18:45:00,0,Homer Deep,12.125,86.6,8.18,29.84,46.303,136.2,1.188,7.85,-71.3,9.433,5.74
10/23/22,0:15:27,0,Homer Deep,13.49,94.4,9.25,28.49,44.53,5.19,1.199,7.88,-72.4,8.159,5.78
10/23/22,11:30:29,0,Homer Deep,13.157,93.3,9.29,28.35,44.4,5.74,1.189,7.86,-71.5,7.513,5.78
10/31/22,5:00:22,0,Homer Deep,11.848,90.6,9.07,29.74,46.443,4.17,1.194,7.87,-71.7,6.933,5.8
11/1/22,7:45:24,0,Homer Deep,12.62,89.2,8.83,30,46.757,4.08,1.191,7.87,-72.2,7.302,5.8
11/4/22,9:00:00,0,Homer Deep,11.686,92.9,9.58,30.13,47.191,4.93,NaN,7.86,-71.2,5.56,4.9
11/5/22,0:00:00,0,Homer Deep,13.403,92.9,9.46,30.19,47.205,2.84,NaN,7.87,-71.8,6.044,4.77
,,,,,,,,,,,,,,
,,,MEAN VALUE:,8.982,94.2,9.42,23.89,37.458,6.32,NaN,NA,-70.6,8.775,5.58
,,,STANDARD DEVIATION:,4.37,3.3,0.65,11.22,17.582,7.73,NaN,0.08,3.7,4.978,0.42
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,12:45:00,0,Homer Deep,0.15,100,9.39,0.1,0.215,1.19,1.187,7.69,-63.4,18.39,5.49
10/12/22,9:30:00,0,Homer Deep,0.066,99.9,9.44,0.1,0.219,0.82,1.195,7.7,-64.4,18.082,5.36
10/15/22,23:15:00,0,Homer Deep,9.319,90.1,8.64,28.68,44.693,2.14,1.186,7.87,-72.3,9.102,5.72
10/19/22,4:30:00,0,Homer Deep,9.761,94.3,9.08,28.71,44.762,1.35,1.188,7.9,-73.9,8.911,5.76
10/26/22,0:15:25,0,Homer Deep,11.949,95.6,9.47,28.51,44.605,2.79,1.199,7.92,-74.6,7.68,5.79
10/27/22,2:45:27,0,Homer Deep,13.901,91.6,8.84,29.58,46.025,4.17,1.191,7.9,-74,8.552,5.79
10/28/22,1:30:25,0,Homer Deep,11.541,92.7,9.29,28.82,45.108,3.29,1.184,7.9,-73.7,7.118,5.79
10/29/22,7:45:23,0,Homer Deep,11.612,93.7,10.01,28.59,45.179,21.63,1.199,7.84,-70,4.492,5.79
11/1/22,16:00:24,0,Homer Deep,10.905,90,8.98,29.96,46.734,4.04,1.191,7.86,-71.5,6.992,5.8
11/2/22,15:00:23,0,Homer Deep,10.21,91.9,9.32,29.92,46.774,4.75,1.19,7.86,-71.5,6.291,5.8
11/6/22,5:00:00,0,Homer Deep,9.391,96.4,11.17,29.79,47.724,23.35,NaN,7.8,-67.3,0.919,4.32
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.94,91.7,8.97,27.26,42.481,3.2,NaN,NA,-71.8,8.72,5.61
,,,STANDARD DEVIATION:,3.537,3,0.44,8.2,12.762,2.67,NaN,0.06,2.8,3.261,0.32
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,13:00:00,0,Homer Deep,0.151,100.1,9.39,0.1,0.215,1.21,NaN,7.68,-63.1,18.394,5.48
10/13/22,17:45:00,0,Homer Deep,13.116,87.7,8.25,29.49,45.783,2.28,1.186,7.89,-73.3,9.712,5.68
10/18/22,3:15:00,0,Homer Deep,9.902,88.7,8.38,29.71,46.113,0.91,1.188,7.87,-72.1,9.447,5.75
10/21/22,1:30:00,0,Homer Deep,11.812,90,8.52,29.9,46.385,1.07,1.184,7.89,-73.6,9.356,5.77
10/21/22,12:15:00,0,Homer Deep,13,91.5,8.69,29.73,46.169,0.83,1.187,7.9,-74,9.237,5.77
10/22/22,3:00:30,0,Homer Deep,11.251,93.4,8.98,29.28,45.575,1.89,1.191,7.89,-73.3,8.783,5.77
10/29/22,0:45:25,0,Homer Deep,9.223,93,9.85,28.58,45.108,10.57,1.191,7.86,-70.9,4.821,5.8
10/29/22,16:00:24,0,Homer Deep,14.197,91,9,29.44,45.942,5.38,1.199,7.9,-73.6,7.509,5.8
11/1/22,12:45:24,0,Homer Deep,10.75,90.9,9.06,29.97,46.748,3.28,1.194,7.87,-72.1,7.022,5.8
11/2/22,11:45:21,0,Homer Deep,12.201,91.6,9.31,29.92,46.798,5.22,1.181,7.87,-71.5,6.209,5.8
11/3/22,9:00:00,0,Homer Deep,12.376,90.3,8.83,30.7,47.699,3.3,1.196,7.87,-72.3,7.623,5.14
11/5/22,0:30:00,0,Homer Deep,13.303,92.5,9.31,30.26,47.231,2.44,NaN,7.88,-72.2,6.528,4.76
,,,,,,,,,,,,,,
,,,MEAN VALUE:,11.246,92.1,8.98,27.25,42.488,2.78,NaN,NA,-72.1,8.842,5.64
,,,STANDARD DEVIATION:,3.339,3.3,0.44,7.56,11.768,1.12,NaN,0.06,2.7,2.895,0.39
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,13:15:00,0,Homer Deep,0.153,100.2,9.4,0.1,0.215,1.2,NaN,7.68,-63.1,18.398,5.48
10/13/22,7:30:00,0,Homer Deep,11.063,90.1,8.57,28.51,44.423,2.05,1.193,7.9,-74,9.499,5.66
10/18/22,7:30:00,0,Homer Deep,11.562,86.6,8.17,29.82,46.265,0.89,1.189,7.84,-70.8,9.488,5.75
10/18/22,22:15:00,0,Homer Deep,11.922,87.6,8.28,29.69,46.087,2.74,1.184,7.85,-71.5,9.433,5.76
10/20/22,7:45:00,0,Homer Deep,10.653,90.9,8.61,29.72,46.138,1.08,1.184,7.89,-73.2,9.321,5.76
10/23/22,20:45:29,0,Homer Deep,8.915,94.3,9.45,28.02,43.949,4.11,1.192,7.88,-72.3,7.373,5.78
10/24/22,0:30:26,0,Homer Deep,13.653,92.6,8.99,29.04,45.272,3.77,1.193,7.9,-73.6,8.466,5.78
10/24/22,4:15:29,0,Homer Deep,11.5,94.2,9.2,28.71,44.823,3.18,1.189,7.91,-74.2,8.288,5.78
10/24/22,11:45:29,0,Homer Deep,13.173,94,9.19,28.71,44.828,2.61,1.189,7.91,-74.1,8.193,5.78
10/24/22,15:30:29,0,Homer Deep,12.993,94.5,9.24,28.8,44.954,2.79,1.189,7.92,-74.6,8.182,5.78
10/30/22,19:15:25,0,Homer Deep,12.507,88.8,8.55,30.4,47.191,3.38,1.189,7.88,-72.8,8.411,5.79
11/1/22,21:00:21,0,Homer Deep,12.622,91.7,9.29,29.86,46.693,4.13,1.187,7.86,-71.5,6.351,5.8
11/2/22,8:30:22,0,Homer Deep,12.485,91.3,9.15,30.02,46.863,4.49,1.199,7.87,-72.1,6.764,5.8
11/6/22,12:15:00,0,Homer Deep,14.247,93.1,9.58,30.09,47.131,2.46,NaN,7.87,-71.9,5.618,4.26
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.189,92.6,9.04,26.54,41.391,4.13,NaN,NA,-71.8,8.968,5.59
,,,STANDARD DEVIATION:,3.73,3.2,0.43,8.84,13.759,4.23,NaN,0.06,3,3.445,0.45
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,13:30:00,0,Homer Deep,0.155,100.2,9.4,0.1,0.215,1.18,NaN,7.68,-63.2,18.4,5.47
10/14/22,20:00:00,0,Homer Deep,11.195,94.1,9.05,28.06,43.821,1.48,1.184,7.92,-74.9,9.127,5.7
10/17/22,17:15:00,0,Homer Deep,11.858,87.9,8.31,29.85,46.325,0.99,1.186,7.87,-72.4,9.377,5.74
10/19/22,2:30:00,0,Homer Deep,9.94,91.7,8.88,28.51,44.496,3.16,1.183,7.87,-72,8.687,5.75
10/20/22,23:00:00,0,Homer Deep,12.651,89.2,8.44,29.95,46.462,0.82,1.185,7.89,-73.2,9.35,5.77
10/21/22,17:00:00,0,Homer Deep,9.698,93.2,8.9,29.7,46.14,1.62,1.187,7.89,-73.5,9.027,5.77
10/30/22,0:45:26,0,Homer Deep,8.497,92.7,9.28,29.55,46.159,14.46,1.19,7.88,-72.6,6.975,5.79
10/30/22,16:00:22,0,Homer Deep,13.02,90.4,8.88,29.94,46.63,6.06,1.199,7.88,-72.6,7.658,5.79
10/31/22,22:30:22,0,Homer Deep,10.526,93.1,9.69,29.61,46.499,8.89,1.191,7.86,-71.3,5.305,5.8
11/6/22,12:30:00,0,Homer Deep,14.351,93.3,9.56,30.13,47.163,2.59,NaN,7.88,-72.1,5.777,4.26
,,,,,,,,,,,,,,
,,,MEAN VALUE:,8.615,92.8,9.06,24.87,38.77,3.04,NaN,NA,-71,9.478,5.48
,,,STANDARD DEVIATION:,4.236,3.7,0.49,11.09,17.259,2.16,NaN,0.08,3.7,4.294,0.39
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,13:45:00,0,Homer Deep,0.155,100.1,9.4,0.1,0.215,1.17,NaN,7.68,-63.2,18.402,5.47
10/17/22,21:30:00,0,Homer Deep,11.61,88,8.31,29.96,46.465,1.17,1.191,7.86,-71.7,9.41,5.74
10/21/22,10:15:00,0,Homer Deep,12.249,90.8,8.62,29.77,46.212,1.58,1.187,7.9,-73.8,9.27,5.77
10/26/22,21:30:27,0,Homer Deep,6.979,93.6,9.18,28.88,45.09,3.35,1.189,7.91,-74.5,7.994,5.79
11/3/22,4:30:00,0,Homer Deep,8.73,91.6,9.08,30.54,47.534,7.34,NaN,7.87,-71.9,7.137,5.44
11/5/22,9:45:00,0,Homer Deep,11.967,92.9,9.79,29.96,47.103,3.62,1.194,7.86,-70.9,4.656,4.66
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.166,91.8,8.98,27.47,42.859,3.12,NaN,NA,-72,8.616,5.57
,,,STANDARD DEVIATION:,3.122,3.3,0.53,7.1,11.066,1.74,NaN,0.05,2.3,2.975,0.45
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,14:00:00,0,Homer Deep,0.154,100.1,9.39,0.1,0.215,1.18,NaN,7.7,-64.1,18.39,5.47
10/12/22,17:00:00,0,Homer Deep,13.629,88.3,8.34,28.82,44.843,3.77,1.195,7.89,-73.6,9.748,5.59
10/13/22,20:00:00,0,Homer Deep,10.186,91.7,8.83,28.07,43.839,2.02,1.186,7.9,-74,9.115,5.68
10/14/22,6:45:00,0,Homer Deep,12.48,87.8,8.26,29.71,46.097,2.11,1.195,7.88,-73.1,9.653,5.69
10/15/22,4:15:00,0,Homer Deep,12.376,93.1,9,28.18,44.006,1.53,1.189,7.9,-73.7,8.901,5.71
10/18/22,5:30:00,0,Homer Deep,10.663,87,8.21,29.85,46.304,1.51,1.183,7.85,-71.4,9.484,5.75
10/18/22,20:15:00,0,Homer Deep,12.096,88,8.35,29.47,45.787,1.03,1.189,7.86,-71.6,9.331,5.75
10/19/22,18:30:00,0,Homer Deep,11,89.3,8.44,29.93,46.428,0.95,1.188,7.88,-72.8,9.379,5.76
10/22/22,9:00:30,0,Homer Deep,10.612,92.6,8.97,28.96,45.146,3.69,1.189,7.87,-72.5,8.54,5.77
10/24/22,21:00:27,0,Homer Deep,8.158,95.3,9.44,28.31,44.305,3.09,1.199,7.91,-74.2,7.762,5.78
10/25/22,8:15:28,0,Homer Deep,8.164,94.3,9.39,28.34,44.377,3.46,1.191,7.9,-73.5,7.536,5.78
10/31/22,12:15:25,0,Homer Deep,10.203,91.6,9.28,29.7,46.452,5.5,1.189,7.87,-71.8,6.434,5.8
11/1/22,3:30:23,0,Homer Deep,9.478,90,8.94,29.95,46.705,4.57,1.184,7.87,-72,7.173,5.8
11/2/22,10:15:23,0,Homer Deep,12.795,91.8,9.33,29.9,46.767,4.42,1.191,7.87,-71.6,6.186,5.8
11/3/22,22:45:00,0,Homer Deep,12.894,92.8,9.42,30.27,47.295,3.72,NaN,7.86,-71.3,6.188,5.01
11/6/22,19:45:00,0,Homer Deep,7.765,94.9,10.16,29.93,47.18,7.32,NaN,7.86,-70.8,4.029,4.01
,,,,,,,,,,,,,,
,,,MEAN VALUE:,10.55,92.3,9.09,27.25,42.545,3.39,NaN,NA,-72.2,8.412,5.56
,,,STANDARD DEVIATION:,3.46,3.1,0.47,7.58,11.808,1.78,NaN,0.04,2,3.069,0.48
,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,14M101857,16E104078,16E104078,16E102264,16E102264,16E102969,21B105229,15A101374,15A101374,16E102264,15A101012
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,ODO % sat,ODO mg/L,Sal psu,SpCond mS/cm,Turbidity FNU,Wiper Position volt,pH,pH mV,Temp °C,Battery V
10/11/22,14:15:00,0,Homer Deep,0.153,100.2,9.41,0.1,0.215,1.17,NaN,7.73,-65.8,18.342,5.47
10/12/22,14:00:00,0,Homer Deep,13.535,90.5,8.7,27.81,43.46,2.18,1.188,7.89,-73.6,9.23,5.57
10/20/22,13:45:00,0,Homer Deep,11.958,87.4,8.26,29.95,46.461,0.75,1.188,7.88,-73.1,9.337,5.76
10/21/22,15:00:00,0,Homer Deep,11.447,92.9,8.86,29.65,46.071,1.72,1.189,7.9,-73.8,9.08,5.77
10/24/22,10:15:27,0,Homer Deep,10.995,94.7,9.5,28.02,43.963,4.82,1.196,7.88,-72.7,7.263,5.78
10/24/22,14:00:26,0,Homer Deep,14.357,90.6,8.65,29.78,46.261,3.73,1.193,7.9,-73.7,8.958,5.78
10/26/22,7:30:28,0,Homer Deep,8.749,93.5,9.29,28.68,44.861,2.29,1.192,7.89,-73.2,7.546,5.79
10/26/22,11:15:28,0,Homer Deep,11.14,93,9.19,28.69,44.845,2.91,1.189,7.9,-73.9,7.768,5.79
10/27/22,10:00:26,0,Homer Deep,8.848,92.2,9.26,28.69,44.933,4.16,1.2,7.88,-72.5,7.096,5.79
10/28/22,20:00:25,0,Homer Deep,9.55,91.3,9.29,28.77,45.121,3.53,1.197,7.88,-72.1,6.469,5.79
10/30/22,17:45:22,0,Homer Deep,13.498,88.7,8.53,30.51,47.331,3.51,1.199,7.88,-72.7,8.45,5.79
11/2/22,22:15:22,0,Homer Deep,12.651,89.4,8.71,30.71,47.69,3.79,1.201,7.87,-71.9,7.796,5.8
11/3/22,23:00:00,0,Homer Deep,12.914,93,9.42,30.27,47.284,4.95,NaN,7.86,-71.4,6.253,5.01
11/6/22,20:00:00,0,Homer Deep,7.912,95.1,10.14,29.92,47.138,8,NaN,7.86,-70.9,4.173,4.01
,,,,,,,,,,,,,,
