"TOA5","AP_Met","CR1000X","13917","CR1000X.Std.03.02","CPU:KACAPMET_CR1000x_6.0.1_052720.CR1X","19705","SWMP"
"TIMESTAMP","RECORD","ATemp","MaxTemp","MaxTempT","MinTemp","MinTempT","RH","BP","WSpd","Wdir","SDWDir","MaxWSpd","MaxWSpdT","TotPrcp","TotPAR","AvgVolt","CumPrcp"
"2021-03-22 13:15:00",6333,-3.351014,-3.209507,"13:2",-3.468605,"13:14",61.41468,1011.885,3.790204,19.1269,28.04531,7.467599,"13:6",0,596.2751,14.08524,0
"2021-03-22 13:30:00",6334,-3.460862,-3.334072,"13:23",-3.534313,"13:20",60.80597,1011.886,3.404085,20.02552,26.47902,7.9576,"13:17",0,456.6068,14.09188,0
"2021-03-22 13:45:00",6335,-3.412138,-3.258484,"13:43",-3.53479,"13:31",62.31704,1011.847,3.56317,10.07095,29.15948,7.4284,"13:31",0,465.3721,14.09181,0
"2021-03-22 14:00:00",6336,-3.471115,-3.291512,"13:45",-3.535694,"13:58",62.85024,1011.919,3.212439,18.12237,34.91909,7.3304,"13:47",0,526.0457,14.09153,0
"2021-03-22 14:15:00",6337,-3.553917,-3.405788,"14:2",-3.665672,"14:14",59.94219,1011.982,3.350837,17.20074,29.49267,6.6248,"14:10",0,487.1698,14.08269,0
"2021-03-22 14:30:00",6338,-3.67557,-3.476292,"14:16",-3.796959,"14:28",58.03402,1011.924,4.151824,10.2848,28.2025,7.4872,"14:28",0,472.8806,14.09208,0
"2021-03-22 14:45:00",6339,-3.79509,-3.664875,"14:37",-3.860878,"14:40",59.87694,1011.953,3.193711,16.36407,22.81598,6.664,"14:37",0,523.1636,14.09162,0
"2021-03-22 15:00:00",6340,-3.860671,-3.695129,"14:45",-3.927731,"14:49",61.7807,1011.893,2.738773,20.17624,30.86186,5.3508,"14:56",0,481.9027,14.09138,0
"2021-03-22 15:15:00",6341,-3.79056,-3.602753,"15:14",-3.86158,"15:1",63.22024,1011.843,2.237449,17.72561,29.20075,5.6448,"15:0",0,508.5759,14.08289,0
"2021-03-22 15:30:00",6342,-3.713127,-3.538723,"15:21",-3.795853,"15:26",62.327,1011.68,2.523499,20.0086,30.07706,5.4488,"15:18",0,486.194,14.09205,0
"2021-03-22 15:45:00",6343,-3.734042,-3.597298,"15:41",-3.796169,"15:43",62.07047,1011.714,2.588833,20.00835,27.80657,5.586,"15:44",0,405.6244,14.09221,0
"2021-03-22 16:00:00",6344,-3.757962,-3.562496,"15:48",-3.796623,"15:55",60.98041,1011.69,2.684872,21.1708,30.71789,6.4484,"15:55",0,346.6033,14.09025,0
"2021-03-22 16:15:00",6345,-3.699538,-3.554703,"16:11",-3.731842,"16:8",60.28364,1011.614,2.248882,28.41134,29.6127,5.292,"16:8",0,345.2016,13.88881,0
"2021-03-22 16:30:00",6346,-3.591202,-3.428955,"16:29",-3.665718,"16:15",58.55851,1011.63,2.823488,22.64182,29.14665,5.8604,"16:18",0,281.4489,13.97882,0
"2021-03-22 16:45:00",6347,-3.468946,-3.29385,"16:32",-3.535187,"16:30",56.69389,1011.539,2.823271,27.22044,25.07866,5.7624,"16:38",0,339.2752,14.13082,0
"2021-03-22 17:00:00",6348,-3.39058,-3.258736,"16:59",-3.469753,"16:46",56.83346,1011.408,2.845811,26.70296,24.15074,6.2132,"16:49",0,312.152,14.1278,0
"2021-03-22 17:15:00",6349,-3.31616,-3.171661,"17:0",-3.40353,"17:13",61.48423,1011.36,3.35541,23.84208,23.84349,7.7224,"17:11",0,270.7371,14.07081,0
"2021-03-22 17:30:00",6350,-3.413371,-3.29995,"17:23",-3.469059,"17:29",61.48302,1011.291,3.038436,31.44212,26.82428,6.5072,"17:28",0,256.712,14.13074,0
"2021-03-22 17:45:00",6351,-3.442508,-3.286369,"17:37",-3.469666,"17:39",58.84726,1011.253,3.378387,38.01903,21.17137,6.3308,"17:32",0,231.2995,14.1307,0
"2021-03-22 18:00:00",6352,-3.522227,-3.379784,"17:45",-3.600788,"17:57",59.20789,1011.245,2.976696,34.07862,21.96601,6.076,"17:49",0,165.4743,13.96178,0
"2021-03-22 18:15:00",6353,-3.527421,-3.387856,"18:14",-3.599976,"18:0",58.22817,1011.255,3.051829,37.96786,22.55601,6.0172,"18:14",0,100.4566,13.59889,0
"2021-03-22 18:30:00",6354,-3.49629,-3.338558,"18:17",-3.536297,"18:26",59.72449,1011.209,3.297808,41.02679,21.75001,5.7624,"18:17",0,64.10088,13.52121,0
"2021-03-22 18:45:00",6355,-3.477183,-3.337521,"18:43",-3.536442,"18:31",55.16026,1011.138,3.133386,44.24559,18.77911,6.2132,"18:36",0,42.13641,13.44748,0
"2021-03-22 19:00:00",6356,-3.403471,-3.271709,"18:56",-3.470097,"18:46",53.65626,1011.14,3.187831,41.34369,23.6101,6.3308,"18:56",0,30.2104,13.38239,0
"2021-03-22 19:15:00",6357,-3.432102,-3.279362,"19:6",-3.471405,"19:3",54.96252,1011.31,2.776667,36.85199,21.81783,5.1352,"19:0",0,17.63425,13.28635,0
"2021-03-22 19:30:00",6358,-3.468757,-3.30526,"19:19",-3.536388,"19:28",55.80314,1011.422,3.107797,35.38287,22.8037,5.7232,"19:25",0,8.38361,13.25155,0
"2021-03-22 19:45:00",6359,-3.548347,-3.43198,"19:33",-3.601715,"19:43",58.34171,1011.532,2.782111,34.10943,26.3496,5.782,"19:37",0,2.803674,13.21289,0
"2021-03-22 20:00:00",6360,-3.615225,-3.471752,"19:49",-3.667225,"19:55",59.83797,1011.518,2.758917,34.35453,21.60153,5.3508,"19:45",0,0.6631141,13.17974,0
"2021-03-22 20:15:00",6361,-3.654043,-3.554798,"20:13",-3.66732,"20:13",56.78535,1011.578,2.678122,33.07222,24.0367,6.174,"20:11",0,0.1751395,13.11926,0
"2021-03-22 20:30:00",6362,-3.603488,-3.485611,"20:27",-3.666367,"20:20",58.01179,1011.638,2.696851,29.8056,22.10756,5.782,"20:16",0,0.06676523,13.11696,0
"2021-03-22 20:45:00",6363,-3.488621,-3.352547,"20:38",-3.600639,"20:30",62.34128,1011.645,2.833071,33.87004,24.34375,5.978,"20:35",0,0.01644885,13.10028,0
"2021-03-22 21:00:00",6364,-3.424271,-3.288807,"20:53",-3.471058,"20:48",68.82246,1011.685,2.820874,31.81748,26.44855,5.3312,"20:53",0,-0.02314738,13.08481,0
"2021-03-22 21:15:00",6365,-3.359866,-3.171726,"21:15",-3.470798,"21:2",71.94047,1011.779,2.868896,35.24034,23.4413,6.1936,"21:10",0,-0.04957501,13.04053,0
"2021-03-22 21:30:00",6366,-3.268911,-3.080788,"21:29",-3.339336,"21:22",70.33876,1012.004,3.224962,37.39183,21.99002,6.37,"21:28",0,-0.0238427,13.05342,0
"2021-03-22 21:45:00",6367,-3.206504,-3.062061,"21:44",-3.27351,"21:31",69.05754,1012.17,2.889366,40.77258,22.49457,6.2524,"21:31",0,-0.04063753,13.04519,0
"2021-03-22 22:00:00",6368,-3.170405,-3.046154,"21:59",-3.210007,"21:54",66.7763,1012.397,3.152225,42.18681,18.27763,5.684,"21:51",0,-0.1837911,13.03656,0
"2021-03-22 22:15:00",6369,-3.101959,-2.973209,"22:12",-3.144623,"22:2",67.84832,1012.605,2.790823,40.05444,20.47332,6.0368,"22:8",0,-0.2194017,12.99844,0
"2021-03-22 22:30:00",6370,-3.144776,-3.011356,"22:19",-3.208496,"22:24",68.58196,1012.773,2.537438,44.07005,19.97104,4.8608,"22:24",0,-0.1877114,13.01599,0
"2021-03-22 22:45:00",6371,-3.307325,-3.094704,"22:32",-3.470654,"22:44",63.08075,1012.756,2.729735,52.00191,14.52717,4.0768,"22:30",0,-0.1475511,13.01093,0
"2021-03-22 23:00:00",6372,-3.630499,-3.415386,"22:46",-3.731724,"22:59",62.37261,1012.811,2.332509,45.61159,15.35389,4.1748,"22:54",0,-0.1244542,13.00517,0
"2021-03-22 23:15:00",6373,-3.88163,-3.693481,"23:0",-4.059338,"23:15",63.09148,1012.858,2.390219,46.13152,16.11981,4.1944,"23:4",0,-0.1090221,12.96954,0
"2021-03-22 23:30:00",6374,-4.140956,-3.95808,"23:17",-4.254597,"23:29",61.17721,1013.028,1.791984,34.50689,19.27289,3.8612,"23:22",0,-0.08367632,12.98997,0
"2021-03-22 23:45:00",6375,-4.304209,-4.168564,"23:30",-4.320408,"23:41",60.46699,1013.32,1.237522,27.89562,26.60547,2.8224,"23:33",0,-0.06181058,12.98618,0
"2021-03-23 00:00:00",6376,-4.187899,-3.957119,"0:0",-4.320683,"23:47",56.95376,1013.327,1.996369,48.22348,19.24424,3.724,"23:47",0,-0.04292887,12.98148,0
"2021-03-23 00:15:00",6377,-3.955518,-3.757919,"0:13",-4.059258,"0:1",53.44221,1013.401,1.960762,43.19233,16.17286,3.7436,"0:2",0,-0.04170187,12.9463,0
"2021-03-23 00:30:00",6378,-3.902607,-3.759815,"0:23",-3.993103,"0:16",53.02208,1013.486,2.455989,47.22942,17.32653,4.018,"0:22",0,-0.0275464,12.96721,0
"2021-03-23 00:45:00",6379,-3.893709,-3.74358,"0:36",-3.928318,"0:38",52.75027,1013.677,2.36376,39.46721,19.64569,4.3316,"0:32",0,-0.007497834,12.96401,0
"2021-03-23 01:00:00",6380,-3.85075,-3.757683,"0:56",-3.863228,"0:48",52.25333,1013.801,2.317265,48.96006,13.69166,3.6848,"0:53",0,0.02037199,12.96028,0
"2021-03-23 01:15:00",6381,-3.884775,-3.760296,"1:9",-3.993382,"1:13",52.33397,1013.66,2.64012,56.27047,14.33225,3.8808,"1:9",0,0.01646687,12.92557,0
"2021-03-23 01:30:00",6382,-4.069772,-3.862823,"1:16",-4.189648,"1:27",53.03103,1013.358,2.768936,58.72445,12.00912,5.096,"1:21",0,0.0327625,12.94673,0
"2021-03-23 01:45:00",6383,-4.314286,-4.100174,"1:30",-4.45055,"1:43",54.53095,1013.195,2.296685,65.73076,11.47351,3.8612,"1:34",0,0.0840596,12.94408,0
"2021-03-23 02:00:00",6384,-4.548662,-4.384823,"1:45",-4.647743,"1:58",56.22358,1013.197,1.659031,52.68279,16.29428,3.43,"1:53",0,0.1347039,12.94413,0
"2021-03-23 02:15:00",6385,-4.698161,-4.533386,"2:1",-4.778404,"2:12",57.25901,1013.365,1.154113,32.39933,25.07976,2.156,"2:4",0,0.1708791,12.90743,0
"2021-03-23 02:30:00",6386,-4.619965,-4.468414,"2:22",-4.712788,"2:18",58.84542,1013.732,1.538817,25.7619,23.16609,2.744,"2:28",0,0.1993045,12.92769,0
"2021-03-23 02:45:00",6387,-4.755928,-4.449661,"2:30",-4.844193,"2:43",61.53931,1014.032,1.280533,44.70769,16.56141,2.2736,"2:32",0,0.2277064,12.92401,0
"2021-03-23 03:00:00",6388,-4.882864,-4.676277,"2:45",-4.97356,"2:55",62.86507,1014.134,1.281513,62.83772,12.71691,2.548,"2:59",0,0.2504484,12.89355,0
"2021-03-23 03:15:00",6389,-4.922862,-4.743725,"3:3",-5.104378,"3:13",62.30065,1013.885,1.58161,70.22458,10.77665,3.0772,"3:6",0,0.2756631,12.87558,0
"2021-03-23 03:30:00",6390,-5.107383,-4.936047,"3:18",-5.300671,"3:29",62.46043,1013.68,1.626146,76.69577,9.483805,2.6264,"3:18",0,0.2946398,12.90016,0
"2021-03-23 03:45:00",6391,-5.380708,-5.21217,"3:30",-5.497784,"3:41",63.15548,1013.724,1.692351,73.0297,10.62492,2.8028,"3:40",0,0.3215612,12.89765,0
"2021-03-23 04:00:00",6392,-5.39385,-5.265339,"3:49",-5.496475,"3:59",63.0636,1013.534,1.986787,78.45948,10.21774,2.9596,"3:58",0,0.3380864,12.89421,0
"2021-03-23 04:15:00",6393,-5.624848,-5.37949,"4:0",-5.823483,"4:12",63.745,1013.599,1.483393,66.59938,13.74592,2.6656,"4:0",0,0.3608224,12.85905,0
"2021-03-23 04:30:00",6394,-5.948597,-5.727856,"4:15",-6.085407,"4:20",64.98198,1013.785,1.176108,64.88419,13.38757,2.0384,"4:17",0,0.3804815,12.88046,0
"2021-03-23 04:45:00",6395,-5.916369,-5.644665,"4:43",-6.149948,"4:32",65.2886,1013.854,1.458893,67.04569,9.850709,2.1756,"4:44",0,0.4019285,12.87733,0
"2021-03-23 05:00:00",6396,-5.828949,-5.707249,"4:46",-5.953918,"4:51",65.04652,1013.985,1.54927,74.91246,7.323055,2.0776,"4:48",0,0.4318191,12.87341,0
"2021-03-23 05:15:00",6397,-5.744388,-5.595512,"5:10",-5.823895,"5:4",64.87112,1013.848,1.735362,79.7795,9.094373,2.7048,"5:11",0,0.4474965,12.83865,0
"2021-03-23 05:30:00",6398,-6.008365,-5.749115,"5:15",-6.216213,"5:29",65.37985,1013.771,1.438422,88.38301,10.67246,1.9404,"5:17",0,0.461248,12.86067,0
"2021-03-23 05:45:00",6399,-6.261991,-6.115108,"5:30",-6.347176,"5:33",66.83837,1013.935,1.071248,77.12994,11.1707,1.96,"5:44",0,0.491449,12.86312,0
"2021-03-23 06:00:00",6400,-6.02183,-5.771069,"5:59",-6.151817,"5:49",66.75082,1014.201,1.308517,72.79474,8.738289,1.9012,"5:57",0,0.5464186,12.85822,0
"2021-03-23 06:15:00",6401,-5.894521,-5.73391,"6:14",-6.019878,"6:8",66.43201,1014.269,1.477513,79.45978,9.092078,1.9796,"6:0",0,0.6011388,12.82212,0
"2021-03-23 06:30:00",6402,-5.744825,-5.578304,"6:28",-5.825314,"6:18",66.86002,1014.477,1.258211,74.99223,9.768523,1.7836,"6:20",0,0.6914886,12.84636,0
"2021-03-23 06:45:00",6403,-5.585996,-5.264744,"6:42",-5.759293,"6:30",67.84793,1014.695,1.193205,59.74628,14.55122,2.0188,"6:39",0,1.297305,12.84816,0
"2021-03-23 07:00:00",6404,-5.48867,-5.319515,"6:53",-5.563301,"6:56",68.37717,1014.661,1.114042,66.91553,9.899386,1.764,"6:57",0,4.187004,12.84412,0
"2021-03-23 07:15:00",6405,-5.429195,-5.260822,"7:7",-5.498665,"7:2",68.76002,1014.51,1.045007,65.46686,10.418,1.568,"7:13",0,13.19383,12.80884,0
"2021-03-23 07:30:00",6406,-5.411531,-5.235897,"7:21",-5.49675,"7:25",68.38131,1014.404,1.315705,74.19858,8.968039,2.156,"7:27",0,30.06437,12.83539,0
"2021-03-23 07:45:00",6407,-5.431327,-5.266041,"7:32",-5.563087,"7:43",66.81881,1014.321,1.14758,67.38766,11.86386,1.9012,"7:36",0,55.17351,12.85314,0
"2021-03-23 08:00:00",6408,-5.347744,-5.170006,"7:55",-5.498196,"7:45",65.8636,1014.347,1.376464,70.95829,8.963789,1.9796,"7:58",0,82.24355,12.87415,0
"2021-03-23 08:15:00",6409,-5.250053,-5.116215,"8:6",-5.302151,"8:12",65.63966,1014.454,1.083553,71.59177,13.85985,1.8424,"8:1",0,108.9914,12.86472,0
"2021-03-23 08:30:00",6410,-5.151485,-5.004761,"8:29",-5.237114,"8:15",66.23392,1014.478,1.416426,72.94255,8.333325,1.9208,"8:16",0,153.6283,12.93205,0
"2021-03-23 08:45:00",6411,-4.853752,-4.645473,"8:43",-5.040306,"8:30",66.18494,1014.494,1.049471,82.15098,8.995779,1.666,"8:44",0,211.9785,12.96009,0
"2021-03-23 09:00:00",6412,-4.553628,-4.30991,"8:58",-4.713028,"8:45",65.71938,1014.524,1.209973,79.0158,11.80124,1.8228,"8:45",0,226.5646,13.03057,0
"2021-03-23 09:15:00",6413,-4.162209,-3.816864,"9:12",-4.386364,"9:1",65.25916,1014.366,0.980436,74.67661,10.67874,1.4896,"9:10",0,292.5326,13.28348,0
"2021-03-23 09:30:00",6414,-3.786328,-3.617081,"9:25",-3.862209,"9:16",64.48949,1014.146,1.389313,69.46463,12.8544,2.3128,"9:23",0,282.2903,13.50486,0
"2021-03-23 09:45:00",6415,-3.722121,-3.560776,"9:42",-3.796261,"9:30",60.97168,1014.052,1.690064,52.10486,18.30877,3.4496,"9:43",0,374.9996,13.99181,0
"2021-03-23 10:00:00",6416,-3.412921,-3.091503,"9:58",-3.599987,"9:49",56.40281,1014.289,1.118942,25.57387,23.71651,2.1952,"9:59",0,495.6241,14.09349,0
"2021-03-23 10:15:00",6417,-2.920746,-2.642746,"10:13",-3.207016,"10:0",53.5793,1014.557,1.6415,8.174994,18.74371,2.5676,"10:6",0,601.9412,14.05347,0
"2021-03-23 10:30:00",6418,-2.697799,-2.516315,"10:28",-2.814629,"10:24",53.67708,1014.864,2.020542,11.82146,21.27748,3.332,"10:21",0,540.5457,14.09158,0
"2021-03-23 10:45:00",6419,-2.469544,-2.294537,"10:43",-2.618195,"10:30",51.71072,1014.924,1.853941,12.23396,22.12551,3.2536,"10:32",0,628.2277,14.09178,0
"2021-03-23 11:00:00",6420,-2.245007,-1.976723,"10:57",-2.48785,"10:45",54.06591,1015.142,1.857536,14.04643,19.65967,2.94,"10:58",0,705.7657,14.09178,0
"2021-03-23 11:15:00",6421,-1.995343,-1.814781,"11:13",-2.096294,"11:4",56.51517,1015.305,2.369204,6.697764,19.76654,3.9396,"11:8",0,751.0891,13.95321,0
"2021-03-23 11:30:00",6422,-1.996726,-1.833035,"11:15",-2.031395,"11:21",60.48727,1015.668,3.103225,358.6464,16.07823,4.7432,"11:24",0,796.5891,14.05643,0
"2021-03-23 11:45:00",6423,-1.89429,-1.700478,"11:44",-1.965561,"11:32",59.02141,1015.805,2.990633,358.5544,15.94967,4.6844,"11:35",0,826.9316,14.05342,0
"2021-03-23 12:00:00",6424,-1.629806,-1.316437,"11:56",-1.90028,"11:47",58.01617,1015.725,2.130193,9.40904,21.69087,4.3904,"11:46",0,853.0608,14.05328,0
"2021-03-23 12:15:00",6425,-1.45972,-1.273602,"12:2",-1.637512,"12:10",57.05075,1015.194,1.774714,15.84151,25.66214,3.4888,"12:7",0,876.8388,14.05207,0
"2021-03-23 12:30:00",6426,-1.522211,-1.216793,"12:18",-1.897564,"12:29",57.82876,1014.953,2.262711,10.50827,27.38188,4.1748,"12:26",0,891.5468,14.05453,0
"2021-03-23 12:45:00",6427,-1.759964,-1.580276,"12:40",-1.962013,"12:30",60.73525,1015.228,3.156362,350.9248,8.297002,4.3512,"12:32",0,888.467,14.05434,0
"2021-03-23 13:00:00",6428,-1.793203,-1.610867,"12:53",-1.899395,"12:46",60.5242,1015.546,3.033535,344.7186,10.43709,4.214,"12:47",0,870.7394,14.05379,0
"2021-03-23 13:15:00",6429,-1.616028,-1.456985,"13:11",-1.703815,"13:0",61.85187,1015.905,2.666689,330.606,9.509274,3.6652,"13:2",0,761.3743,14.05214,0
"2021-03-23 13:30:00",6430,-1.676214,-1.510609,"13:15",-1.767677,"13:29",62.88794,1015.792,2.324451,343.2698,7.982417,3.0772,"13:25",0,635.1234,14.05444,0
"2021-03-23 13:45:00",6431,-1.690543,-1.575897,"13:39",-1.703678,"13:33",63.01709,1015.594,1.581393,340.8007,9.293318,2.5284,"13:36",0,534.9371,14.05412,0
"2021-03-23 14:00:00",6432,-1.659146,-1.480083,"13:59",-1.703804,"13:57",63.63513,1015.486,1.764327,343.3242,13.00357,2.45,"13:59",0,604.9456,14.05375,0
"2021-03-23 14:15:00",6433,-1.417399,-1.145458,"14:15",-1.572628,"14:0",61.79111,1015.758,2.180936,328.1958,8.226199,2.842,"14:13",0,888.63,14.0509,0
"2021-03-23 14:30:00",6434,-1.214757,-1.08287,"14:29",-1.311634,"14:19",61.42812,1015.773,2.209901,310.0745,9.655842,2.9008,"14:18",0,901.4961,14.0545,0
"2021-03-23 14:45:00",6435,-1.260499,-1.069485,"14:30",-1.441715,"14:44",61.3883,1015.545,1.690717,324.0203,15.74008,2.45,"14:31",0,708.702,14.0546,0
"2021-03-23 15:00:00",6436,-1.301317,-1.127567,"14:59",-1.508312,"14:46",61.23991,1015.626,1.055134,309.9389,18.35292,1.7444,"14:53",0,675.3641,14.05445,0
"2021-03-23 15:15:00",6437,-1.074229,-0.9104996,"15:4",-1.244846,"15:0",60.07468,1015.567,0.7553621,305.1126,24.86307,1.7444,"15:12",0,728.1417,14.05173,0
"2021-03-23 15:30:00",6438,-1.086573,-0.9214745,"15:15",-1.180164,"15:29",59.81971,1015.758,1.05927,330.6589,20.84164,1.9796,"15:26",0,752.6801,14.0554,0
"2021-03-23 15:45:00",6439,-1.215549,-1.054371,"15:35",-1.310452,"15:42",60.32984,1015.7,1.24068,340.5845,16.90548,1.8816,"15:39",0,629.4114,14.03135,0
"2021-03-23 16:00:00",6440,-1.313125,-1.128811,"15:45",-1.375732,"15:57",60.22175,1015.732,1.105658,354.6837,21.6236,1.8424,"15:45",0,453.3378,14.01656,0
"2021-03-23 16:15:00",6441,-1.228674,-1.128479,"16:3",-1.309921,"16:0",59.38871,1015.617,0.9497293,54.82867,25.76406,1.8424,"16:11",0,437.4054,14.00924,0
"2021-03-23 16:30:00",6442,-1.114869,-0.9165955,"16:25",-1.245533,"16:15",57.50126,1015.606,0.9267536,15.82079,44.20381,1.8424,"16:23",0,550.8056,14.01647,0
"2021-03-23 16:45:00",6443,-1.04225,-0.8596191,"16:44",-1.114414,"16:30",56.9371,1015.511,0.8324553,319.2644,20.00606,1.8228,"16:32",0,439.5139,14.01621,0
"2021-03-23 17:00:00",6444,-0.9900751,-0.8214989,"16:52",-1.114674,"16:59",57.38859,1015.583,0.6849107,327.7437,24.01079,1.47,"16:52",0,413.9557,14.01557,0
"2021-03-23 17:15:00",6445,-0.825843,-0.5550003,"17:6",-1.115368,"17:0",57.3893,1015.236,0.5165692,279.5961,36.14742,1.2152,"17:13",0,376.9229,14.01005,0
"2021-03-23 17:30:00",6446,-1.041899,-0.8114586,"17:21",-1.179253,"17:29",59.13286,1015.048,0.943087,222.4558,38.89677,1.4504,"17:25",0,320.8345,14.03127,0
"2021-03-23 17:45:00",6447,-1.139125,-0.9681969,"17:37",-1.246239,"17:41",62.12144,1015.124,1.886719,204.5056,11.52179,2.9008,"17:44",0,218.8412,14.00869,0
"2021-03-23 18:00:00",6448,-1.1955,-1.045097,"17:52",-1.310925,"17:46",67.46207,1015.287,2.116039,202.4128,11.05375,3.2144,"17:47",0,217.6051,13.85627,0
"2021-03-23 18:15:00",6449,-1.1086,-0.9966393,"18:11",-1.181644,"18:1",68.81516,1015.352,2.151862,227.916,8.748499,3.0184,"18:14",0,147.3582,13.74894,0
"2021-03-23 18:30:00",6450,-1.079399,-0.9118462,"18:21",-1.181499,"18:25",70.18492,1015.602,2.654928,218.8577,10.92721,3.3908,"18:17",0,119.5754,13.66251,0
"2021-03-23 18:45:00",6451,-1.294293,-1.06945,"18:32",-1.571991,"18:43",69.0352,1015.597,1.976333,198.4623,13.4925,3.1752,"18:34",0,76.063,13.53724,0
"2021-03-23 19:00:00",6452,-1.791647,-1.494713,"18:45",-1.965633,"18:58",68.25899,1015.491,0.9793465,157.1683,21.80228,1.9796,"18:48",0,44.39474,13.42231,0
"2021-03-23 19:15:00",6453,-1.933116,-1.766766,"19:0",-2.159019,"19:14",67.67553,1015.547,0.7883544,134.5681,10.95233,1.2348,"19:3",0,24.8964,13.31298,0
"2021-03-23 19:30:00",6454,-2.177809,-2.047012,"19:16",-2.292763,"19:29",68.16948,1015.526,0.9676963,113.4593,9.682565,1.4112,"19:23",0,9.702508,13.2687,0
"2021-03-23 19:45:00",6455,-2.443643,-2.219078,"19:30",-2.554382,"19:43",69.09405,1015.298,1.267793,107.8526,9.365807,1.5484,"19:41",0,3.108071,13.226,0
"2021-03-23 20:00:00",6456,-2.57895,-2.380554,"19:45",-2.619778,"19:57",69.44943,1015.353,1.068963,123.0373,8.304298,1.4504,"19:56",0,0.5615584,13.19086,0
"2021-03-23 20:15:00",6457,-2.90373,-2.561951,"20:0",-3.141373,"20:13",69.94081,1015.289,1.17698,99.25674,10.12834,1.8032,"20:8",0,-6.687014E-07,13.13196,0
"2021-03-23 20:30:00",6458,-2.900178,-1.492432,"20:29",-3.402912,"20:18",72.02995,1015.123,1.11622,145.1491,62.67423,2.9008,"20:29",0,-0.04418321,13.12827,0
"2021-03-23 20:45:00",6459,-1.063031,-0.8010445,"20:44",-1.51263,"20:30",67.96107,1015.147,3.680336,234.0684,7.513805,4.5668,"20:40",0,-0.04806813,13.11061,0
"2021-03-23 21:00:00",6460,-0.9247026,-0.7690659,"20:48",-0.9862518,"20:45",61.62803,1015.04,3.306191,238.429,8.213549,4.8216,"20:56",0,-0.09004515,13.09518,0
"2021-03-23 21:15:00",6461,-0.8013064,-0.5888901,"21:14",-0.9209404,"21:0",59.3409,1014.865,4.568106,238.8823,5.580648,6.3112,"21:14",0,-0.07840528,13.05263,0
"2021-03-23 21:30:00",6462,-1.074448,-0.6566048,"21:15",-1.37619,"21:29",62.19487,1014.555,8.22601,250.5371,6.254302,10.584,"21:28",0,-0.1004871,13.06488,0
"2021-03-23 21:45:00",6463,-1.280245,-1.123608,"21:42",-1.441059,"21:38",64.28557,1014.438,8.988234,249.1357,5.403698,10.7604,"21:39",0,-0.2134272,13.05632,0
"2021-03-23 22:00:00",6464,-1.015301,-0.6969604,"21:57",-1.247036,"21:46",61.25776,1014.506,8.008778,249.7068,5.365879,9.564799,"21:46",0,-0.6997881,13.04901,0
"2021-03-23 22:15:00",6465,-1.085781,-0.7857552,"22:0",-1.246796,"22:10",61.6335,1014.429,8.869869,252.862,4.523128,10.2704,"22:1",0,-0.3688705,13.01397,0
